"Vorname";"Nachname";"Jahrgang";"Partei";"Wahlkreis";"Bundesland";"Listenplatz";
"Christoph";"Strässer";1949;"SPD";130;"Nordrhein-Westfalen";8;
"Hanna Bettina";"Stratmann";1958;"DIE LINKE";203;;;
"Stefan";"Straub";1945;"DIE LINKE";289;;;
"Max";"Straubinger";1954;"CSU";230;;;
"Rüdiger Wilhelm";"Strauchmann";1950;"DIE LINKE";;"Schleswig-Holstein";8;
"Axel";"Strausdat";1963;"DIE LINKE";;"Bremen";6;
"Matthäus";"Strebl";1952;"CSU";;"Bayern";20;
"Dietmar";"Strehl";1956;"GRÜNE";59;;;
"Reinhard";"Strehlke";1954;"SPD";256;"Bayern";33;
"Ludwig";"Streitle";1947;"REP";;"Bayern";19;
"Wolfgang";"Strengmann-Kuhn";1964;"GRÜNE";181;"Hessen";6;
"Karin";"Strenz";1967;"CDU";12;"Mecklenburg-Vorpommern";5;
"Gerald";"Strickner";1953;"BüSo";223;"Bayern";3;
"Sebastian";"Striegel";1981;"GRÜNE";;"Sachsen-Anhalt";4;
"Friedbert";"Striewe";1958;"GRÜNE";153;;;
"Thomas";"Strobl";1960;"CDU";267;"Baden-Württemberg";5;
"Hans-Christian";"Ströbele";1939;"GRÜNE";84;;;
"Jörg Klaus Hartmut";"Stroedter";1954;"SPD";78;"Berlin";6;
"Lena";"Strothmann";1952;"CDU";133;"Nordrhein-Westfalen";15;
"Nikolai";"Strub";1960;;8;;;
"Walter";"Strube";1952;"CDU";;"Mecklenburg-Vorpommern";11;
"Udo";"Strüker";1956;"DIE LINKE";138;;;
"Pamela";"Strutz";1979;"DIE LINKE";;"Nordrhein-Westfalen";23;
"Joachim";"Struzyna";1955;"MLPD";291;"Baden-Württemberg";9;
"Susanne";"Struzyna";1956;"MLPD";;"Baden-Württemberg";6;
"Sabine Ursula";"Stüber";1953;"DIE LINKE";58;"Brandenburg";9;
"Michael";"Stübgen";1959;"CDU";66;"Brandenburg";2;
"Joachim";"Stünker";1948;"SPD";35;"Niedersachsen";16;
"Heinrich";"Stürtz";1949;"DIE LINKE";278;;;
"Tobias";"Stützer";1981;"DIE LINKE";286;;;
"Arvid";"Stüwe";1976;"PIRATEN";;"Niedersachsen";7;
"Erich Walter";"Sturm";1961;"PIRATEN";;"Bremen";1;
"Jan";"Sturm";1965;"NPD";83;"Berlin";4;
"Ulrike";"Sturm";1961;"GRÜNE";269;;;
"Astrid";"Suchanek";1946;"Tierschutz";;"Baden-Württemberg";3;
"Katja";"Suding";1975;"FDP";20;"Hamburg";6;
"Heike";"Sudmann";1962;"DIE LINKE";;"Hamburg";3;
"Wilhelm";"Sudmann";1960;"NPD";26;;;
"Dr. Klaus";"Sühl";1951;"DIE LINKE";161;"Sachsen";10;
"Claudia";"Sünder";1969;"SPD";270;;;
"Lydia";"Süßenbach";1937;"PBC";;"Bayern";12;
"Alexander";"Süßmair";1977;"DIE LINKE";252;"Bayern";6;
"Dr. Sabine";"Sütterlin-Waack";1958;"CDU";;"Schleswig-Holstein";13;
"Stefan";"Suhr";1979;"NPD";;"Mecklenburg-Vorpommern";9;
"Peter";"Sulzmann";1964;"SPD";;"Hessen";37;
"Christa";"Summerer";1958;"BP";;"Bayern";45;
"Ralf";"Susemichel";1962;"SPD";;"Hessen";38;
"Dirk";"Susemihl";1969;"NPD";17;;;
"Cornelia";"Swillus-Knöchel";1963;"DIE LINKE";121;;;
"Malte Maximilian Andreas Gabriel";"Symann";1988;"CSU";;"Bayern";59;
"Jan";"Syré";1962;"FDP";62;"Brandenburg";6;
"Dorota";"Szymanska";1965;"GRÜNE";48;;;
"Dr. Rainer";"Tabillion";1950;"SPD";298;"Saarland";4;
"Kerstin";"Tack";1968;"SPD";42;"Niedersachsen";27;
"Dr. Kirsten";"Tackmann";1960;"DIE LINKE";57;"Brandenburg";3;
"Roland";"Tandetzke";1965;"REP";;"Nordrhein-Westfalen";15;
"Martin";"Tangeten";1978;;56;;;
"Jürgen";"Tartz";1969;"FAMILIE";80;;;
"Dr. Peter";"Tauber";1974;"CDU";180;"Hessen";13;
"Dr. Ludwig";"Tauscher";1956;"CDU";207;"Rheinland-Pfalz";15;
"Claudia";"Tausend";1964;"SPD";219;"Bayern";22;
"Adolf";"Tegel";1955;"Tierschutz";;"Hessen";4;
"Gabriele";"Teichmann";1959;"SPD";276;"Baden-Württemberg";23;
"Michael";"Teiser";1951;"CDU";;"Bremen";2;
"Frank";"Tempel";1969;"DIE LINKE";195;"Thüringen";4;
"Dietmar";"Tendler";1952;"SPD";98;"Nordrhein-Westfalen";71;
"Dr. Harald";"Terpe";1954;"GRÜNE";14;"Mecklenburg-Vorpommern";1;
"Dr. Michael";"Terwiesche";1964;"FDP";115;"Nordrhein-Westfalen";38;
"Uwe";"Teske";1961;;155;;;
"Philipp";"Tetzner";1981;"REP";;"Bayern";18;
"Jella";"Teuchner";1956;"SPD";229;"Bayern";18;
"Hendrik";"Thalheim";1960;"DIE LINKE";156;;;
"Evi Manuela";"Thanheiser";1968;"SPD";;"Bayern";51;
"Claudia";"Thannheimer";1966;"CDU";;"Baden-Württemberg";24;
"Monika";"Thau";1955;"Tierschutz";;"Nordrhein-Westfalen";1;
"Klaus";"Theis";1957;"ödp";;"Rheinland-Pfalz";8;
"Andreas";"Theißen";1972;"NPD";;"Mecklenburg-Vorpommern";6;
"Roswitha";"Theißen";1960;"NPD";116;;;
"Rudi Frank";"Theißen";1959;"NPD";117;;;
"Renate";"Thiedemann";1963;"SPD";;"Schleswig-Holstein";12;
"Margret";"Thiel";1945;"ödp";;"Nordrhein-Westfalen";6;
"Carl-Ludwig";"Thiele";1953;"FDP";40;"Niedersachsen";1;
"Axel";"Thieme";1949;"NPD";143;"Nordrhein-Westfalen";5;
"Wolfgang";"Thierse";1943;"SPD";77;"Berlin";1;
"Gabriele";"Thiery";1967;"CDU";;"Saarland";21;
"Andreas Georg";"Thies";1962;"SPD";;"Niedersachsen";36;
"Bodo";"Thiesen";1980;"PIRATEN";;"Rheinland-Pfalz";7;
"Holger";"Thiesen";1954;;4;;;
"Jörn";"Thießen";1961;"SPD";3;"Schleswig-Holstein";8;
"Franz";"Thönnes";1954;"SPD";8;"Schleswig-Holstein";3;
"Sebastian";"Thom";1986;"NPD";79;;;
"Stephan";"Thomae";1968;"FDP";256;"Bayern";11;
"Frank";"Thomas";1967;;51;;;
"Heiko";"Thomas";1969;"GRÜNE";77;"Berlin";10;
"Sascha";"Thomas";1976;"DIE LINKE";11;"Schleswig-Holstein";4;
"Dr. Steffen";"Thomas";1965;"PIRATEN";;"Brandenburg";2;
"Heinz";"Thorau";1954;"Tierschutz";;"Hessen";10;
"Liane";"Thorwart";1970;"VIOLETTEN";254;"Bayern";2;
"Fritz";"Throne";1958;"ödp";;"Bayern";35;
"Udo";"Thümmel";1956;"REP";;"Rheinland-Pfalz";6;
"Hans Peter";"Thul";1948;"CDU";47;"Niedersachsen";18;
"Sebastian";"Thul";1980;"SPD";;"Saarland";9;
"Rolf";"Tickert";1955;"MLPD";;"Saarland";3;
"Richard";"Tiede";1942;"RRP";37;"Niedersachsen";7;
"Wolfgang Erwin Bernhard";"Tiefensee";1955;"SPD";154;"Sachsen";1;
"Marcus";"Tietz";1978;"NPD";9;;;
"Martina";"Tigges-Friedrichs";1967;"FDP";47;"Niedersachsen";12;
"Antje";"Tillmann";1964;"CDU";193;"Thüringen";2;
"Martin";"Timm";1957;"DKP";;"Berlin";9;
"Astrid";"Timmermann-Fechter";1963;"CDU";123;"Nordrhein-Westfalen";40;
"Markus Albert";"Tischner";1972;"CSU";;"Bayern";56;
"Dirk";"Tittmann";1980;"NPD";126;;;
"Anjes";"Tjarks";1981;"GRÜNE";23;"Hamburg";4;
"Manfred";"Todtenhausen";1950;"FDP";103;"Nordrhein-Westfalen";22;
"Manuela";"Tönhardt";1952;"NPD";87;"Berlin";3;
"Edeltraut";"Töpfer";1949;"CDU";87;"Berlin";9;
"Serkan";"Tören";1972;"FDP";31;"Niedersachsen";8;
"Stefan";"Tolksdorf";1979;"BüSo";86;"Berlin";5;
"Florian";"Toncar";1979;"FDP";260;"Baden-Württemberg";8;
"Bernd";"Topka";1966;"ödp";288;;;
"Birgit";"Tornau";1958;"CDU";;"Nordrhein-Westfalen";56;
"Stefan";"Träger";1988;"NPD";68;;;
"Gerhard";"Träxler";1938;"BP";;"Bayern";46;
"Gesa";"Tralau";1969;"SPD";10;"Schleswig-Holstein";7;
"Patrick";"Trautsch";1980;"NPD";196;;;
"Angelika";"Trendelenburg";1957;"MLPD";;"Sachsen-Anhalt";6;
"Victor";"Trenkenschuh";1937;;98;;;
"Heiko";"Trenkle";1991;"REP";281;"Baden-Württemberg";6;
"Markus";"Tressel";1977;"GRÜNE";;"Saarland";1;
"Gert";"Trinklein";1949;"FDP";;"Hessen";26;
"Jürgen";"Trittin";1954;"GRÜNE";54;"Niedersachsen";2;
"Jürgen";"Trobentar";1950;"CSU";;"Bayern";35;
"Anja Gerlinde";"Troff-Schaffarzyk";1969;"SPD";;"Niedersachsen";54;
"Dr. Axel";"Troost";1954;"DIE LINKE";155;"Sachsen";2;
"Andreas";"Trost";1981;"BüSo";;"Sachsen";14;
"Artur";"Tybussek";1958;"CDU";96;"Nordrhein-Westfalen";47;
"Ralf";"Überheim";1961;"FDP";45;"Niedersachsen";19;
"Reinhild";"Ufermann-Schützinger";1953;"NPD";270;;;
"Dr. Hans-Peter";"Uhl";1944;"CSU";221;"Bayern";19;
"Knuth";"Uhland";1966;"FDP";36;"Niedersachsen";26;
"Jonny Peter";"Uhlemann";1965;"REP";;"Sachsen";7;
"Peter";"Uldahl";1963;"GRÜNE";213;;;
"Walter";"Ullmann";1939;"REP";;"Hessen";11;
"Joachim";"Ullrich";1946;"RRP";219;;;
"Manfred";"Ulmer";1943;"RRP";;"Niedersachsen";11;
"Alexander";"Ulrich";1971;"DIE LINKE";210;"Rheinland-Pfalz";1;
"Günter";"Ulrich";1943;"NPD";182;;;
"Sultan";"Ulusoy";1968;;275;;;
"Harald";"Unfried";1964;"SPD";228;"Bayern";21;
"Dr. Frank-Uwe";"Unger";1964;"FWD";;"Brandenburg";2;
"Joachim-Friedrich";"Unruh";1952;"FDP";240;"Bayern";41;
"Karin";"Urbansky";1970;"CDU";;"Baden-Württemberg";49;
"Stefan";"Urbat";1965;"PIRATEN";258;"Baden-Württemberg";4;
"Herbert";"Utz";1966;;218;;;
"Arnold Eugen Hugo";"Vaatz";1955;"CDU";161;"Sachsen";2;
"Dr. Wilhelm";"Vachenauer";1949;"ödp";256;"Bayern";36;
"Richard Ludwig Heinrich Karl";"Vahlberg";1931;"NPD";243;;;
"Philipp";"Valenta";1981;"NPD";72;"Sachsen-Anhalt";8;
"Ulrich";"Vanek";1947;"DIE LINKE";34;;;
"Rüdiger";"Veit";1949;"SPD";174;"Hessen";4;
"Valentin";"Veithen";1946;"DIE LINKE";91;;;
"Angelo";"Veltens";1985;"PIRATEN";;"Rheinland-Pfalz";1;
"Ansgar";"Veltens";1960;"PIRATEN";;"Rheinland-Pfalz";4;
"Benedikt Josef";"Vennemann";1970;"FDP";102;"Nordrhein-Westfalen";50;
"Günter";"Vetter";1952;"RRP";;"Niedersachsen";12;
"Marcus";"Viefeld";1975;"FDP";153;"Sachsen";7;
"Thomas";"Vierk";1973;"NPD";;"Berlin";5;
"Thomas";"Viesehon";1973;"CDU";168;"Hessen";20;
"Simone";"Violka";1968;"SPD";164;"Sachsen";8;
"Regina";"Vischer";1957;"GRÜNE";;"Hessen";19;
"Nico";"Völker";1980;"FDP";;"Mecklenburg-Vorpommern";3;
"Hans-Dieter";"Völlm";1943;"PBC";265;"Baden-Württemberg";4;
"Alexander";"Vogel";1983;"FDP";94;"Nordrhein-Westfalen";24;
"Ines";"Vogel";1980;"SPD";161;"Sachsen";10;
"Johannes";"Vogel";1982;"FDP";150;"Nordrhein-Westfalen";16;
"Michael";"Vogel";1970;"PIRATEN";;"Hamburg";1;
"Sebastian";"Vogel";1979;"SPD";165;"Sachsen";14;
"Volkmar";"Vogel";1959;"CDU";195;"Thüringen";3;
"Susanne";"Vogel-Vitzthum";1960;"DIE LINKE";;"Schleswig-Holstein";5;
"Jörg";"Vogelsänger";1964;"SPD";64;"Brandenburg";7;
"Stefanie";"Vogelsang";1966;"CDU";83;"Berlin";3;
"Kathrin";"Vogler";1963;"DIE LINKE";129;"Nordrhein-Westfalen";11;
"Karl-Edmund";"Vogt";1944;"ödp";189;"Thüringen";1;
"Ute";"Vogt";1964;"SPD";258;"Baden-Württemberg";1;
"Arend";"Vogtländer";1972;"PIRATEN";;"Bremen";3;
"Udo";"Voigt";1952;"NPD";85;"Berlin";1;
"Christian";"Volk";1980;"CDU";;"Baden-Württemberg";40;
"Dr. Daniel";"Volk";1970;"FDP";221;"Bayern";7;
"Timo";"Volkmar";1980;"PIRATEN";;"Saarland";5;
"Dr. Eva Marlies";"Volkmer";1947;"SPD";160;"Sachsen";2;
"Sven";"Volmering";1976;"CDU";126;"Nordrhein-Westfalen";28;
"Margit-Szu";"Volosinovszky";1955;"Tierschutz";;"Bayern";4;
"Rolf";"Vorberger";1950;"RRP";50;;;
"Christian";"Vorländer";1973;"SPD";220;"Bayern";45;
"Franziska";"Vorpahl";1988;"NPD";14;;;
"Bernd";"Voß";1954;"GRÜNE";3;"Schleswig-Holstein";8;
"Hans-Joachim";"Voß";1948;"NPD";146;;;
"Harry Otto Adolf";"Voß";1953;"DIE LINKE";2;;;
"Johanna Regina";"Voß";1957;"DIE LINKE";38;"Niedersachsen";7;
"Renate";"Voß";1943;"MLPD";14;"Mecklenburg-Vorpommern";2;
"Sylvia";"Voß";1954;"DIE LINKE";;"Brandenburg";10;
"Christel Hedwig Ernestine";"Voßbeck-Kayser";1961;"CDU";151;"Nordrhein-Westfalen";33;
"Andrea";"Voßhoff";1958;"CDU";61;"Brandenburg";3;
"Karl";"Voßkühler";1981;"DIE LINKE";206;"Rheinland-Pfalz";6;
"Daniela";"Vrankaj";1980;"NPD";178;;;
"Christoph";"Vries de";1974;"CDU";;"Hamburg";5;
"Kees";"Vries de";1955;"CDU";72;"Sachsen-Anhalt";3;
"Mehmet Ali";"Vuranoglu";1959;"MLPD";;"Bayern";11;
"Heinrich";"Wachs";1968;"NPD";;"Saarland";4;
"Dr. Johann David";"Wadephul";1963;"CDU";4;"Schleswig-Holstein";1;
"Cassandra";"Wächter";1986;"NPD";144;;;
"Horst";"Wagener";1937;"NPD";25;;;
"Sarah";"Wagenknecht-Niemeyer";1969;"DIE LINKE";108;"Nordrhein-Westfalen";5;
"Adi";"Wagner";1952;"SPD";;"Saarland";5;
"Arfst";"Wagner";1954;"GRÜNE";;"Schleswig-Holstein";4;
"Brigitte";"Wagner";1947;"REP";;"Mecklenburg-Vorpommern";2;
"Daniela";"Wagner";1957;"GRÜNE";186;"Hessen";5;
"Gerhard";"Wagner";1939;"Volksabst.";;"Nordrhein-Westfalen";2;
"Karla";"Wagner";1957;"SPD";;"Saarland";11;
"Kay";"Wagner";1984;"ödp";;"Berlin";5;
"Kurt";"Wagner";1937;"CDU";;"Baden-Württemberg";53;
"Regina";"Wagner";1964;"CDU";;"Baden-Württemberg";27;
"Sascha";"Wagner";1972;"NPD";210;;;
"Susanne";"Wagner";1953;"MLPD";;"Thüringen";6;
"Monika";"Wagschal";1954;"SPD";;"Brandenburg";10;
"Christoph";"Waitz";1960;"FDP";155;;;
"Ingo Peter";"Walde";1945;"NPD";;"Sachsen-Anhalt";3;
"Björn";"Walden";1983;"SPD";205;"Rheinland-Pfalz";14;
"Silvio";"Waldheim";1960;"NPD";275;;;
"Thomas";"Waldheim";1960;"DIE LINKE";68;;;
"Michael";"Waldow";1971;;18;;;
"Stefan";"Walesch";1988;"PIRATEN";;"Sachsen-Anhalt";4;
"Kirsten";"Wallbraun";1962;"ödp";137;"Nordrhein-Westfalen";2;
"Dr. Gabriele Anna";"Wallenstein";1947;"MLPD";;"Brandenburg";1;
"Klaus";"Wallenstein";1943;"MLPD";115;"Nordrhein-Westfalen";15;
"Max D.";"Walser";1952;"BP";252;;;
"Bruno";"Walter";1961;"VIOLETTEN";;"Bayern";1;
"Helmut";"Walter";1952;"NPD";30;;;
"Markus";"Walter";1975;"NPD";211;;;
"Uli";"Walter";1945;"FDP";291;"Baden-Württemberg";30;
"Mechthild";"Walter von";1939;"ödp";221;"Bayern";1;
"Beate";"Walter-Rosenheimer";1964;"GRÜNE";216;"Bayern";11;
"Claudia";"Walther";1963;"SPD";;"Nordrhein-Westfalen";44;
"Leo";"Wandersleb";1977;"PIRATEN";;"Bayern";4;
"Marco";"Wanderwitz";1975;"CDU";164;;;
"Dr. Joseph";"Wandl";1950;"DIE LINKE";229;;;
"Franz-Markus";"Wantscha";1948;"BüSo";;"Bayern";19;
"Cornelia Maria";"Wasner-Sommer";1965;"CSU";;"Bayern";36;
"Karl-Josef";"Wasserhövel";1962;"SPD";85;;;
"Halina";"Wawzyniak";1973;"DIE LINKE";84;"Berlin";5;
"Andreas";"Weber";1980;"BüSo";;"Hessen";2;
"Andreas";"Weber";1979;"CDU";;"Niedersachsen";47;
"Bernd";"Weber";1979;"SPD";;"Saarland";10;
"Erwin Willi";"Weber";1947;;101;;;
"Florian";"Weber";1963;"BP";223;"Bayern";1;
"Karin";"Weber";1951;"MLPD";;"Hessen";5;
"Matthias";"Weber";1985;"FDP";;"Hessen";40;
"Patrick";"Weber";1983;"NPD";191;"Thüringen";4;
"Peter";"Weber";1949;"ödp";;"Rheinland-Pfalz";12;
"Volker Helmut";"Weber";1962;"FDP";196;;;
"Elke";"Weckner-Lömm";1958;"FDP";75;;;
"Dirk";"Wedel";1974;"FDP";106;"Nordrhein-Westfalen";45;
"Dr. Christina- Elisabeth";"Wedelstaedt von";1965;"CDU";;"Schleswig-Holstein";21;
"Bastian Immanuel";"Wefes";1982;"DIE LINKE";105;;;
"Maximilian Anton";"Wegele";1966;"ödp";255;"Bayern";11;
"Daniela";"Wegener";1974;"NPD";148;;;
"Gunnar";"Wegener";1953;"SPD";;"Niedersachsen";56;
"Sabine Barbara";"Wegmann";1952;"DIE LINKE";;"Niedersachsen";20;
"Kai Peter";"Wegner";1972;"CDU";79;"Berlin";5;
"Jürgen";"Wehner";1965;"NPD";264;;;
"Sven";"Wehrend";1987;"PIRATEN";;"Berlin";4;
"Dr. Ingrid";"Weible";1947;"MLPD";;"Baden-Württemberg";4;
"Hans";"Weide";1937;"ADM";;"Baden-Württemberg";1;
"Michael";"Weidner";1948;"MLPD";289;;;
"Heiko";"Weiershäuser";1963;"SPD";;"Hessen";33;
"Nils";"Weigand";1976;"FDP";171;"Hessen";16;
"Andreas";"Weigel";1964;"SPD";166;"Sachsen";7;
"Florian";"Weigel";1988;"CDU";;"Bremen";6;
"Anton";"Weigl";1963;"BP";;"Bayern";48;
"Sebastian";"Weigle";1978;"SPD";289;"Baden-Württemberg";25;
"Rüdiger";"Weil";1977;"SPD";;"Hessen";26;
"Gerd";"Weiland";1950;;43;;;
"Stephan";"Weiland";1985;"CDU";;"Thüringen";14;
"Harald";"Weinberg";1957;"DIE LINKE";244;"Bayern";4;
"Marcus";"Weinberg";1967;"CDU";20;"Hamburg";3;
"Angelika";"Weinfurtner";1959;"SPD";;"Niedersachsen";53;
"Peter";"Weinlich";1977;"FDP";245;"Bayern";32;
"Ingrid";"Weinmann";1942;"BP";;"Bayern";49;
"Wolfgang";"Weinsziehr";1943;"RRP";49;;;
"Günther";"Weishäupl";1967;"DVU";;"Bayern";1;
"Peter Georg";"Weispfenning";1967;"MLPD";142;;;
"Christian";"Weiß";1960;"DKP";;"Berlin";14;
"Emmi Paula";"Weiß";1935;"FDP";;"Bayern";36;
"Peter";"Weiß";1956;"CDU";283;;;
"Robert";"Weiß";1971;"ödp";;"Rheinland-Pfalz";15;
"Sabine Katharina";"Weiss";1958;"CDU";114;"Nordrhein-Westfalen";24;
"Wolfgang";"Weiß";1961;"GRÜNE";238;;;
"Dirk";"Weissleder";1969;"FDP";48;"Niedersachsen";15;
"Felix";"Weitenhagen";1977;"MLPD";79;"Berlin";2;
"Gabriele";"Weiter";1957;"ödp";;"Rheinland-Pfalz";14;
"Norbert";"Welk";1964;"PIRATEN";259;;;
"Lukas Volkmar";"Welke";1955;;161;;;
"Ingo";"Wellenreuther";1959;"CDU";271;"Baden-Württemberg";6;
"Karl-Georg";"Wellmann";1952;"CDU";80;"Berlin";2;
"Sigrid";"Wellmann";1958;"Die Tierschutzpartei";176;;;
"Alfred Wilhelm";"Welzhofer";1961;"PIRATEN";;"Thüringen";7;
"Prof. Dr. Helmut Adolph Wilhelm";"Wenck";1935;"CDU";;"Nordrhein-Westfalen";57;
"Willi Kurt";"Wende";1947;;85;;;
"Michael";"Wendl";1950;"DIE LINKE";220;"Bayern";12;
"Katrin";"Wendlandt";1968;"REP";;"Brandenburg";4;
"Marian";"Wendt";1985;"CDU";;"Sachsen";10;
"Walter";"Wendt-Kleinberg";1948;"DIE LINKE";145;;;
"Martin";"Weng";1978;"CDU";;"Baden-Württemberg";25;
"Karsten";"Wengelinski";1963;"REP";;"Mecklenburg-Vorpommern";1;
"Elvira";"Wengenroth";1961;"PBC";;"Rheinland-Pfalz";7;
"Jörg";"Wenghöfer";1964;"SPD";;"Schleswig-Holstein";23;
"Felizitas";"Wennmacher";1952;"DIE LINKE";109;"Nordrhein-Westfalen";32;
"Renate";"Werlberger";1955;"NPD";220;;;
"Elisabeth";"Werle";1962;"VIOLETTEN";;"Baden-Württemberg";9;
"Daniel";"Werner";1977;"SPD";155;"Sachsen";13;
"Elsbeth";"Werner";1945;"VIOLETTEN";;"Baden-Württemberg";11;
"Karsten";"Werner";1984;"BüSo";154;"Sachsen";5;
"Katrin";"Werner";1973;"DIE LINKE";204;"Rheinland-Pfalz";3;
"Reinhard";"Wersing";1940;"ödp";;"Nordrhein-Westfalen";4;
"Gudrun Elisabeth";"Wesener";1959;"MLPD";;"Sachsen";8;
"Claudia";"Wesner";1971;"CDU";;"Hessen";38;
"Herbert";"Wessel";1951;"DIE LINKE";132;;;
"Dr. Dirk";"Weßlau";1961;;60;;;
"Claudia Hannelore";"Weßling";1985;"SPD";;"Bayern";49;
"Waldemar";"Westermayer";1953;"CDU";;"Baden-Württemberg";20;
"Dr. Guido";"Westerwelle";1961;"FDP";97;"Nordrhein-Westfalen";1;
"Angela";"Westfehling";1956;"FDP";;"Hamburg";5;
"Benjamin";"Westphal";1988;"PIRATEN";;"Sachsen-Anhalt";5;
"Maaret";"Westphely";1974;"GRÜNE";43;;;
"Wolfgang";"Wettlaufer";1948;"ödp";;"Baden-Württemberg";12;
"Dr. Margrit";"Wetzel";1950;"SPD";31;"Niedersachsen";23;
"Hans";"Wetzelsberger";1949;"RRP";;"Bayern";11;
"Kai";"Whittaker";1985;"CDU";;"Baden-Württemberg";28;
"Matthias";"Wichmann";1973;"NPD";86;"Berlin";8;
"Peter";"Wichtel";1949;"CDU";185;"Hessen";12;
"Andrea";"Wicklein";1958;"SPD";62;"Brandenburg";4;
"Jürgen";"Widder";1973;"NPD";294;;;
"Annette";"Widmann-Mauz";1966;"CDU";290;"Baden-Württemberg";4;
"Hans-Gerd";"Wiechmann";1949;"DVU";;"Niedersachsen";1;
"Christel";"Wieck";1958;"FDP";;"Rheinland-Pfalz";23;
"Heidemarie";"Wieczorek-Zeul";1942;"SPD";179;"Hessen";1;
"Cornelia";"Wiedemeyer";1961;"SPD";;"Bremen";2;
"Volker";"Wiederstein";1965;"PBC";;"Rheinland-Pfalz";5;
"Dr. Dieter";"Wiefelspütz";1946;"SPD";146;"Nordrhein-Westfalen";45;
"Daniel";"Wiegenstein";1958;"MLPD";70;"Sachsen-Anhalt";7;
"Dieter August Karl";"Wiegräfe";1935;"DVU";;"Niedersachsen";4;
"Wolfgang";"Wieland";1948;"GRÜNE";76;"Berlin";2;
"Margarete";"Wiemer";1954;"DIE LINKE";182;;;
"Christoph";"Wiemers";1973;"FDP";137;;;
"Roberto";"Wienzek";1983;"BüSo";;"Sachsen";4;
"Patrick";"Wieschke";1981;"NPD";190;"Thüringen";2;
"Heinz";"Wiese";1945;"CDU";;"Baden-Württemberg";15;
"Rita";"Wiesend";1960;"ödp";235;"Bayern";37;
"Theodor";"Wieser";1949;"CM";;"Bayern";5;
"Claudia";"Wiest";1967;"ödp";233;"Bayern";3;
"Susanne";"Wiest";1967;;16;;;
"Dr. Frank-Eberhard";"Wilde";1937;"ödp";;"Thüringen";3;
"Peter";"Wildenradt von";1957;;5;;;
"Sabine";"Wilhelm";1965;"SPD";211;"Rheinland-Pfalz";8;
"Ralf Heinrich";"Wilhelmi";1952;"FDP";201;"Rheinland-Pfalz";6;
"Maria Hilde";"Wilke";1950;;15;;;
"Björn";"Willenberg";1983;"PIRATEN";;"Niedersachsen";8;
"Klaus-Peter";"Willsch";1961;"CDU";178;"Hessen";16;
"Dr. Valerie";"Wilms";1954;"GRÜNE";7;"Schleswig-Holstein";3;
"Herbert";"Wilzek";1953;"DIE LINKE";292;"Baden-Württemberg";8;
"Edna";"Windecker";1946;"NPD";188;"Hessen";6;
"Gert";"Winkelmeier";1956;"DIE LINKE";199;;;
"Elisabeth";"Winkelmeier-Becker";1962;"CDU";98;"Nordrhein-Westfalen";21;
"Elisabeth";"Winkler";1971;"ödp";217;"Bayern";38;
"Josef Philip";"Winkler";1974;"GRÜNE";200;"Rheinland-Pfalz";2;
"Manfred";"Winkler";1949;;266;;;
"Marco";"Winkler";1989;"DIE LINKE";;"Bayern";25;
"Ursula";"Winkler";1939;"NPD";20;"Hamburg";4;
"Heike Christine";"Winter";1971;"SPD";;"Rheinland-Pfalz";21;
"Mario";"Winter";1982;"NPD";203;;;
"Susanna";"Winter";1954;"CDU";;"Baden-Württemberg";32;
"Wilhelm Friedrich";"Winter";1940;"BüSo";;"Bayern";18;
"Wolfgang";"Winter";1957;"RRP";;"Bayern";16;
"Dr. Claudia";"Winterstein";1950;"FDP";42;"Niedersachsen";2;
"Thorsten";"Wirth";1968;"PIRATEN";;"Hessen";1;
"Claudia";"Wirth-Schusser";1968;"Tierschutz";;"Bayern";2;
"Konrad";"Wirtz";1955;"BP";216;"Bayern";50;
"Jürgen";"Wischnat";1943;"MLPD";;"Schleswig-Holstein";4;
"Dr. Volker";"Wissing";1970;"FDP";212;"Rheinland-Pfalz";2;
"Engelbert";"Wistuba";1953;"SPD";71;;;
"Jan Christopher";"Witt";1985;"FDP";23;"Hamburg";9;
"Britta";"Witte";1959;"CDU";;"Niedersachsen";48;
"Dr. Christa";"Wittern";1943;"FDP";;"Hessen";30;
"Mechthilde";"Wittmann";1967;"CSU";;"Bayern";39;
"Dieter";"Woche";1938;"NPD";62;;;
"Dr. Wolfgang";"Wodarg";1947;"SPD";1;"Schleswig-Holstein";10;
"Dagmar";"Wöhrl";1954;"CSU";244;"Bayern";6;
"Wolfgang";"Wöhrmann";1952;"MLPD";;"Nordrhein-Westfalen";20;
"Bernd Hinrich";"Wölbern";1966;"SPD";;"Niedersachsen";40;
"Günther";"Wohlert";1970;"NPD";;"Mecklenburg-Vorpommern";10;
"Rüdiger";"Wohltmann";1959;"DIE LINKE";53;"Niedersachsen";30;
"Gerhard";"Woitzik";1927;"ZENTRUM";;"Nordrhein-Westfalen";1;
"Dieter";"Woizik";1934;"Volksabst.";;"Nordrhein-Westfalen";5;
"Marcel";"Wojnarowicz";1976;;116;;;
"Andreas";"Wolf";1981;"NPD";51;;;
"Martin Josef";"Wolf";1962;"FDP";6;"Schleswig-Holstein";9;
"Sylvio Peter";"Wolf";1967;"NPD";;"Bremen";4;
"Harald";"Wolfert";1956;"GRÜNE";101;"Nordrhein-Westfalen";22;
